timestamp,lane,frame,fps,person,car,bus,truck,motorcycle,bicycle,emergency_vehicle,audio_siren_detected,total_vehicle_count
2025-12-05 13:15:56,1,1,1.29,0,10,0,1,0,0,0,False,11
2025-12-05 13:15:56,1,2,7.58,0,10,0,1,0,0,0,False,11
2025-12-05 13:15:56,1,3,8.09,0,10,1,2,1,0,0,False,14
2025-12-05 13:15:56,1,4,8.11,1,11,1,2,1,0,0,False,16
2025-12-05 13:15:56,1,5,8.29,0,11,1,2,2,0,0,False,16
2025-12-05 13:15:56,1,6,8.13,1,11,1,3,1,0,0,False,17
2025-12-05 13:15:57,1,7,8.35,0,9,1,1,1,0,0,False,12
2025-12-05 13:15:57,1,8,8.25,0,10,2,2,0,0,0,False,14
2025-12-05 13:15:57,1,9,8.31,2,9,1,2,0,0,0,False,14
2025-12-05 13:15:57,1,10,7.89,0,9,1,2,1,0,0,False,13
2025-12-05 13:15:57,1,11,7.83,1,11,0,1,2,0,0,False,15
2025-12-05 13:15:57,1,12,7.58,0,12,0,2,2,0,0,False,16
2025-12-05 13:15:57,1,13,7.32,0,10,1,3,2,0,0,False,16
2025-12-05 13:15:57,1,14,7.48,0,12,0,3,1,0,0,False,16
2025-12-05 13:15:58,1,15,7.35,1,12,0,2,0,0,0,False,15
2025-12-05 13:15:58,1,16,7.46,0,13,1,2,0,0,0,False,16
2025-12-05 13:15:58,1,17,7.3,0,13,1,0,0,0,0,False,14
2025-12-05 13:15:58,1,18,7.07,1,14,1,2,1,0,0,False,19
2025-12-05 13:15:58,1,19,7.27,1,11,1,2,0,0,0,False,15
2025-12-05 13:15:58,1,20,7.56,2,13,1,2,2,0,0,False,20
2025-12-05 13:15:58,1,21,7.32,2,13,1,2,2,0,0,False,20
2025-12-05 13:15:59,1,22,7.46,0,12,0,3,1,0,0,False,16
2025-12-05 13:15:59,1,23,7.32,0,12,0,3,0,0,0,False,15
2025-12-05 13:15:59,1,24,8.31,0,12,0,3,0,0,0,False,15
2025-12-05 13:15:59,1,25,8.35,1,12,0,2,0,0,0,False,15
2025-12-05 13:15:59,1,26,8.56,2,11,0,2,0,0,0,False,15
2025-12-05 13:15:59,1,27,7.0,1,11,0,1,0,0,0,False,13
2025-12-05 13:15:59,1,28,7.27,0,12,1,1,0,0,0,False,14
2025-12-05 13:16:00,1,29,7.3,0,13,1,1,0,0,0,False,15
2025-12-05 13:16:00,1,30,7.42,1,12,1,1,0,0,0,False,15
2025-12-05 13:16:00,1,31,7.51,1,11,1,1,0,0,0,False,14
2025-12-05 13:16:00,1,32,7.46,1,12,1,1,0,0,0,False,15
2025-12-05 13:16:00,1,33,7.26,0,12,2,2,0,0,0,False,16
2025-12-05 13:16:00,1,34,7.57,1,12,2,2,0,0,0,False,17
2025-12-05 13:16:01,1,35,7.43,1,13,1,2,0,0,0,False,17
2025-12-05 13:16:01,1,36,7.56,0,10,0,1,0,0,0,False,11
2025-12-05 13:16:01,1,37,7.55,0,13,2,2,0,0,0,False,17
2025-12-05 13:16:01,1,38,7.42,1,13,0,2,0,0,0,False,16
2025-12-05 13:16:01,1,39,7.44,0,12,0,3,0,0,0,False,15
2025-12-05 13:16:01,1,40,7.35,0,13,0,3,0,0,0,False,16
2025-12-05 13:16:01,1,41,7.37,0,13,0,1,0,0,0,False,14
2025-12-05 13:16:01,1,42,7.16,0,13,1,1,0,0,0,False,15
