timestamp,lane,frame,fps,person,car,bus,truck,motorcycle,bicycle,emergency_vehicle,audio_siren_detected,total_vehicle_count
2025-12-19 16:32:16,1,1,2.01,0,10,0,1,0,0,0,False,11
2025-12-19 16:32:17,1,2,6.15,0,10,0,1,0,0,0,False,11
2025-12-19 16:32:17,1,3,7.45,0,10,1,2,1,0,0,False,14
2025-12-19 16:32:17,1,4,7.79,1,11,1,2,1,0,0,False,16
2025-12-19 16:32:17,1,5,7.71,0,11,1,2,2,0,0,False,16
2025-12-19 16:32:17,1,6,7.93,1,11,1,3,1,0,0,False,17
2025-12-19 16:32:17,1,7,7.8,0,9,1,1,1,0,0,False,12
2025-12-19 16:32:17,1,8,6.96,0,10,2,2,0,0,0,False,14
2025-12-19 16:32:18,1,9,7.05,2,9,1,2,0,0,0,False,14
2025-12-19 16:32:18,1,10,7.53,0,9,1,2,1,0,0,False,13
2025-12-19 16:32:18,1,11,6.26,1,11,0,1,2,0,0,False,15
2025-12-19 16:32:18,1,12,6.07,0,12,0,2,2,0,0,False,16
2025-12-19 16:32:18,1,13,5.99,0,10,1,3,2,0,0,False,16
2025-12-19 16:32:18,1,14,6.39,0,12,0,3,1,0,0,False,16
2025-12-19 16:32:19,1,15,5.34,1,12,0,2,0,0,0,False,15
2025-12-19 16:32:19,1,16,5.89,0,13,1,2,0,0,0,False,16
2025-12-19 16:32:19,1,17,5.5,0,13,1,0,0,0,0,False,14
2025-12-19 16:32:19,1,18,6.45,1,14,1,2,1,0,0,False,19
2025-12-19 16:32:19,1,19,5.62,1,11,1,2,0,0,0,False,15
2025-12-19 16:32:19,1,20,7.24,2,13,1,2,2,0,0,False,20
2025-12-19 16:32:20,1,21,7.08,2,13,1,2,2,0,0,False,20
2025-12-19 16:32:20,1,22,7.02,0,12,0,3,1,0,0,False,16
2025-12-19 16:32:20,1,23,6.91,0,12,0,3,0,0,0,False,15
2025-12-19 16:32:20,1,24,2.4,0,12,0,3,0,0,0,False,15
2025-12-19 16:32:20,1,25,7.52,1,12,0,2,0,0,0,False,15
2025-12-19 16:32:21,1,26,2.89,2,11,0,2,0,0,0,False,15
2025-12-19 16:32:21,1,27,4.75,1,11,0,1,0,0,0,False,13
2025-12-19 16:32:21,1,28,6.58,0,12,1,1,0,0,0,False,14
2025-12-19 16:32:21,1,29,6.78,0,13,1,1,0,0,0,False,15
2025-12-19 16:32:22,1,30,6.97,1,12,1,1,0,0,0,False,15
2025-12-19 16:32:22,1,31,7.38,1,11,1,1,0,0,0,False,14
2025-12-19 16:32:22,1,32,7.36,1,12,1,1,0,0,0,False,15
2025-12-19 16:32:22,1,33,7.48,0,12,2,2,0,0,0,False,16
2025-12-19 16:32:22,1,34,7.11,1,12,2,2,0,0,0,False,17
