timestamp,person,bicycle,car,motorcycle,bus,truck,total_vehicles
2017-09-11 09:36:00,7,0,455,0,5,4,471
2017-09-11 09:37:00,7,0,480,0,0,4,491
2017-09-11 09:38:00,0,0,568,0,1,1,570
2017-09-11 09:39:00,1,0,493,1,0,1,496
2017-09-11 09:40:00,1,0,545,0,6,0,552
2017-09-11 09:41:00,0,0,274,0,0,1,275
2017-09-11 09:42:00,1,0,622,0,14,5,642
2017-09-11 09:43:00,1,0,360,0,3,3,367
2017-09-11 09:44:00,0,0,428,0,0,2,430
2017-09-11 09:45:00,0,0,859,0,2,0,861
2017-09-11 09:46:00,0,0,839,0,1,2,842
2017-09-11 09:47:00,0,0,373,0,1,1,375
2017-09-11 09:48:00,0,0,751,0,0,1,752
2017-09-11 09:49:00,0,0,460,0,0,0,460
2017-09-11 09:50:00,0,0,638,0,0,0,638
2017-09-11 09:51:00,0,0,430,0,3,4,437
2017-09-11 09:52:00,0,0,751,0,4,11,766
2017-09-11 09:53:00,0,0,545,0,1,2,548
2017-09-11 09:54:00,0,0,496,0,2,1,499
2017-09-11 09:55:00,0,0,561,0,2,4,567
2017-09-11 09:56:00,0,0,558,0,0,2,560
2017-09-11 09:57:00,1,0,500,0,2,6,509
2017-09-11 09:58:00,2,0,578,0,2,1,583
2017-09-11 09:59:00,0,0,380,0,7,3,390
2017-09-11 10:00:00,0,0,428,0,1,2,431
2017-09-11 10:01:00,1,0,517,0,2,8,528
2017-09-11 10:02:00,3,0,651,0,0,0,654
2017-09-11 10:03:00,0,0,558,0,0,3,561
2017-09-11 10:04:00,1,0,648,0,2,7,658
2017-09-11 10:05:00,0,0,414,1,1,1,417
2017-09-11 10:06:00,0,0,382,0,0,3,385
2017-09-11 10:07:00,0,0,585,0,8,2,595
2017-09-11 10:08:00,3,0,482,0,2,1,488
2017-09-11 10:09:00,0,0,721,0,4,5,730
2017-09-11 10:10:00,0,0,649,0,6,2,657
2017-09-11 10:11:00,0,0,613,0,1,1,615
2017-09-11 10:12:00,2,0,775,0,1,3,781
2017-09-11 10:13:00,2,0,524,0,2,0,528
2017-09-11 10:14:00,8,0,433,0,2,2,445
2017-09-11 10:15:00,0,0,614,0,3,0,617
2017-09-11 10:16:00,1,0,361,0,2,4,368
2017-09-11 10:17:00,0,0,631,0,0,0,631
2017-09-11 10:18:00,0,0,654,0,6,1,661
2017-09-11 10:19:00,0,0,748,0,7,1,756
2017-09-11 10:20:00,0,0,558,0,0,4,562
2017-09-11 10:21:00,1,0,868,0,0,1,870
2017-09-11 10:22:00,0,0,1107,0,1,5,1113
2017-09-11 10:23:00,2,0,515,0,3,4,524
2017-09-11 10:24:00,0,0,598,0,1,2,601
2017-09-11 10:25:00,0,0,459,0,1,1,461
2017-09-11 10:26:00,0,0,660,0,8,7,675
2017-09-11 10:27:00,0,0,860,0,1,1,862
2017-09-11 10:28:00,3,0,801,0,2,5,811
2017-09-11 10:29:00,0,0,864,0,0,3,867
2017-09-11 10:30:00,0,0,485,0,3,7,495
2017-09-11 10:31:00,1,0,760,0,6,7,774
2017-09-11 10:32:00,0,0,691,0,2,6,699
2017-09-11 10:33:00,4,0,717,0,2,1,724
2017-09-11 10:34:00,0,0,656,0,10,0,666
2017-09-11 10:35:00,0,0,614,0,2,4,620
2017-09-11 10:36:00,1,0,581,0,0,3,585
2017-09-11 10:37:00,0,0,714,0,0,4,718
2017-09-11 10:38:00,0,0,626,0,1,0,627
2017-09-11 10:39:00,0,0,749,0,5,8,762
2017-09-11 10:40:00,1,0,506,1,4,3,515
2017-09-11 10:41:00,2,0,650,2,1,2,657
2017-09-11 10:42:00,0,0,741,0,7,6,754
2017-09-11 10:43:00,0,0,720,0,16,8,744
2017-09-11 10:44:00,1,0,687,0,4,10,702
2017-09-11 10:45:00,0,0,829,0,1,2,832
2017-09-11 10:46:00,0,0,511,0,9,6,526
2017-09-11 10:47:00,0,0,864,0,0,7,871
2017-09-11 10:48:00,2,0,740,0,2,0,744
2017-09-11 10:49:00,18,0,855,5,2,1,881
2017-09-11 10:50:00,1,0,500,0,5,2,508
2017-09-11 10:51:00,0,0,814,0,4,1,819
2017-09-11 10:52:00,0,0,706,0,8,3,717
2017-09-11 10:53:00,1,0,925,0,0,2,928
2017-09-11 10:54:00,5,0,675,0,3,6,689
2017-09-11 10:55:00,0,0,747,0,2,1,750
2017-09-11 10:56:00,0,0,467,0,2,1,470
2017-09-11 10:57:00,1,0,596,0,2,2,601
2017-09-11 10:58:00,0,0,841,0,2,2,845
2017-09-11 10:59:00,2,0,652,0,1,2,657
2017-09-11 11:00:00,0,0,934,0,0,1,935
2017-09-11 11:01:00,3,0,758,0,6,2,769
2017-09-11 11:02:00,9,0,873,0,5,5,892
2017-09-11 11:03:00,0,0,670,0,3,6,679
2017-09-11 11:04:00,2,0,664,0,1,1,668
2017-09-11 11:05:00,2,0,529,0,3,5,539
2017-09-11 11:06:00,0,0,699,2,1,5,707
2017-09-11 11:07:00,2,0,843,0,3,3,851
2017-09-11 11:08:00,0,0,1123,0,13,4,1140
2017-09-11 11:09:00,0,0,1100,0,7,0,1107
2017-09-11 11:10:00,0,0,667,0,16,6,689
2017-09-11 11:11:00,0,0,1131,0,10,2,1143
2017-09-11 11:12:00,0,0,781,0,0,6,787
2017-09-11 11:13:00,0,0,1336,0,6,2,1344
2017-09-11 11:14:00,2,0,489,0,7,3,501
2017-09-11 11:15:00,0,0,712,3,1,9,725
2017-09-11 11:16:00,0,0,703,0,3,1,707
2017-09-11 11:17:00,2,0,839,0,1,1,843
2017-09-11 11:18:00,0,0,736,0,2,6,744
2017-09-11 11:19:00,1,0,777,0,4,1,783
2017-09-11 11:20:00,0,0,991,0,1,2,994
2017-09-11 11:21:00,0,0,478,1,9,16,504
2017-09-11 11:22:00,0,0,696,0,1,2,699
2017-09-11 11:23:00,1,0,519,0,0,2,522
2017-09-11 11:24:00,0,0,802,0,5,2,809
2017-09-11 11:25:00,1,0,516,0,4,11,532
2017-09-11 11:26:00,1,0,560,0,2,5,568
2017-09-11 11:27:00,0,0,499,0,8,3,510
2017-09-11 11:28:00,2,0,1074,0,11,7,1094
2017-09-11 11:29:00,0,0,903,0,1,10,914
2017-09-11 11:30:00,0,0,794,0,6,1,801
2017-09-11 11:31:00,0,0,1017,0,18,1,1036
2017-09-11 11:32:00,0,0,467,0,32,4,503
2017-09-11 11:33:00,0,0,902,0,1,0,903
2017-09-11 11:34:00,3,0,576,0,1,3,583
2017-09-11 11:35:00,2,0,665,0,4,1,672
2017-09-11 11:36:00,1,0,456,0,4,7,468
2017-09-11 11:37:00,2,0,1004,0,25,12,1043
2017-09-11 11:38:00,0,0,647,0,4,2,653
2017-09-11 11:39:00,0,0,590,0,11,5,606
2017-09-11 11:40:00,0,0,988,0,28,1,1017
2017-09-11 11:41:00,1,0,837,0,2,2,842
2017-09-11 11:42:00,0,0,997,0,1,0,998
2017-09-11 11:43:00,0,0,629,0,10,9,648
2017-09-11 11:44:00,0,0,1015,0,2,5,1022
2017-09-11 11:45:00,0,0,639,0,1,4,644
2017-09-11 11:46:00,0,0,789,1,7,2,799
2017-09-11 11:47:00,0,0,688,3,4,2,697
2017-09-11 11:48:00,2,0,765,0,29,6,802
2017-09-11 11:49:00,0,0,857,0,8,0,865
2017-09-11 11:50:00,0,0,579,0,2,4,585
2017-09-11 11:51:00,1,0,906,0,1,7,915
2017-09-11 11:52:00,0,0,573,0,0,2,575
2017-09-11 11:53:00,0,0,889,0,4,3,896
2017-09-11 11:54:00,0,0,477,0,6,5,488
2017-09-11 11:55:00,1,0,754,0,3,4,762
2017-09-11 11:56:00,0,0,727,0,5,3,735
2017-09-11 11:57:00,2,0,682,1,3,7,695
2017-09-11 11:58:00,0,0,837,0,0,1,838
2017-09-11 11:59:00,3,0,720,0,6,11,740
2017-09-11 12:00:00,0,0,944,1,2,4,951
2017-09-11 12:01:00,0,0,523,1,2,4,530
2017-09-11 12:02:00,0,0,936,0,0,4,940
2017-09-11 12:03:00,2,0,541,0,3,3,549
2017-09-11 12:04:00,0,0,513,0,13,13,539
2017-09-11 12:05:00,0,0,677,0,1,0,678
2017-09-11 12:06:00,1,0,721,0,3,2,727
2017-09-11 12:07:00,0,0,755,0,0,8,763
2017-09-11 12:08:00,0,0,498,1,0,5,504
2017-09-11 12:09:00,0,0,778,0,1,7,786
2017-09-11 12:10:00,1,0,534,0,3,0,538
2017-09-11 12:11:00,0,0,749,0,1,3,753
2017-09-11 12:12:00,5,0,454,0,2,8,469
2017-09-11 12:13:00,0,0,598,0,0,0,598
2017-09-11 12:14:00,5,0,514,1,0,9,529
2017-09-11 12:15:00,3,0,1051,0,10,0,1064
2017-09-11 12:16:00,1,0,707,0,1,4,713
2017-09-11 12:17:00,2,0,556,0,0,2,560
2017-09-11 12:18:00,1,0,568,5,3,20,597
2017-09-11 12:19:00,1,0,503,0,1,10,515
2017-09-11 12:20:00,2,0,806,0,0,2,810
2017-09-11 12:21:00,17,0,530,0,0,1,548
2017-09-11 12:22:00,2,0,892,0,3,5,902
2017-09-11 12:23:00,0,0,758,0,4,6,768
2017-09-11 12:24:00,2,0,675,0,5,0,682
2017-09-11 12:25:00,0,0,919,0,1,3,923
2017-09-11 12:26:00,16,0,472,0,4,4,496
2017-09-11 12:27:00,0,0,802,0,1,5,808
2017-09-11 12:28:00,4,0,797,12,1,1,815
2017-09-11 12:29:00,0,0,797,1,0,2,800
2017-09-11 12:30:00,5,0,635,2,11,19,672
2017-09-11 12:31:00,2,0,846,0,1,7,856
2017-09-11 12:32:00,7,0,681,0,2,3,693
2017-09-11 12:33:00,9,0,653,1,1,0,664
2017-09-11 12:34:00,12,0,571,0,5,7,595
2017-09-11 12:35:00,52,0,630,0,2,8,692
2017-09-11 12:36:00,27,0,786,1,8,13,835
2017-09-11 12:37:00,3,0,491,0,2,5,501
2017-09-11 12:38:00,1,0,683,0,1,0,685
2017-09-11 12:39:00,0,0,415,0,0,1,416
2017-09-11 12:40:00,1,0,589,0,2,0,592
2017-09-11 12:41:00,16,0,505,0,0,5,526
2017-09-11 12:42:00,1,0,910,0,2,0,913
2017-09-11 12:43:00,0,0,922,0,6,1,929
2017-09-11 12:44:00,7,0,799,0,11,2,819
2017-09-11 12:45:00,4,0,973,0,12,8,997
2017-09-11 12:46:00,4,0,553,0,2,2,561
2017-09-11 12:47:00,0,0,560,0,3,22,585
2017-09-11 12:48:00,0,0,928,0,2,6,936
2017-09-11 12:49:00,2,0,553,0,4,2,561
2017-09-11 12:50:00,1,0,799,0,0,19,819
2017-09-11 12:51:00,3,0,493,0,0,2,498
2017-09-11 12:52:00,0,0,937,0,5,8,950
2017-09-11 12:53:00,21,0,547,0,5,8,581
2017-09-11 12:54:00,0,0,855,0,3,5,863
2017-09-11 12:55:00,21,0,524,0,0,1,546
2017-09-11 12:56:00,16,0,370,0,0,1,387
2017-09-11 12:57:00,9,0,665,0,5,4,683
2017-09-11 12:58:00,3,0,504,0,0,0,507
2017-09-11 12:59:00,0,0,653,0,2,0,655
2017-09-11 13:00:00,23,0,636,0,0,3,662
2017-09-11 13:01:00,0,0,968,0,4,2,974
2017-09-11 13:02:00,9,0,593,0,8,3,613
2017-09-11 13:03:00,1,0,788,0,2,2,793
2017-09-11 13:04:00,12,0,767,0,7,0,786
2017-09-11 13:05:00,12,0,600,0,2,1,615
2017-09-11 13:06:00,0,0,684,0,2,4,690
2017-09-11 13:07:00,4,0,582,0,5,1,592
2017-09-11 13:08:00,0,0,642,0,4,2,648
2017-09-11 13:09:00,15,0,598,0,1,7,621
2017-09-11 13:10:00,0,0,708,0,0,0,708
2017-09-11 13:11:00,13,0,537,0,3,6,559
2017-09-11 13:12:00,43,0,514,0,4,0,561
2017-09-11 13:13:00,21,0,426,1,7,5,460
2017-09-11 13:14:00,3,0,761,0,0,1,765
2017-09-11 13:15:00,1,0,720,0,8,0,729
2017-09-11 13:16:00,44,0,506,0,4,3,557
2017-09-11 13:17:00,32,0,682,0,0,2,716
2017-09-11 13:18:00,19,0,484,0,7,0,510
2017-09-11 13:19:00,0,0,1135,0,1,3,1139
2017-09-11 13:20:00,11,0,638,0,2,0,651
2017-09-11 13:21:00,0,0,959,0,2,0,961
2017-09-11 13:22:00,24,0,675,0,4,8,711
2017-09-11 13:23:00,5,0,742,0,0,0,747
2017-09-11 13:24:00,0,0,624,0,2,0,626
2017-09-11 13:25:00,0,0,656,0,6,0,662
2017-09-11 13:26:00,1,0,809,0,0,0,810
2017-09-11 13:27:00,10,0,508,0,1,4,523
2017-09-11 13:28:00,0,0,725,0,0,5,730
2017-09-11 13:29:00,12,0,600,0,1,4,617
2017-09-11 13:30:00,0,0,645,0,1,0,646
2017-09-11 13:31:00,1,0,678,0,2,4,685
2017-09-11 13:32:00,5,0,697,0,0,0,702
2017-09-11 13:33:00,4,0,553,0,5,1,563
2017-09-11 13:34:00,5,0,503,0,17,0,525
2017-09-11 13:35:00,0,0,542,0,10,1,553
2017-09-11 13:36:00,7,0,596,0,5,1,609
2017-09-11 13:37:00,0,0,941,0,6,2,949
2017-09-11 13:38:00,0,0,683,0,1,2,686
2017-09-11 13:39:00,2,0,837,0,3,0,842
2017-09-11 13:40:00,0,0,727,0,1,0,728
2017-09-11 13:41:00,1,0,754,0,0,0,755
2017-09-11 13:42:00,6,0,906,0,2,0,914
2017-09-11 13:43:00,5,0,562,0,1,3,571
2017-09-11 13:44:00,6,0,684,0,5,1,696
2017-09-11 13:45:00,2,0,400,0,11,2,415
2017-09-11 13:46:00,0,0,690,1,2,0,693
2017-09-11 13:47:00,0,0,520,0,1,0,521
2017-09-11 13:48:00,11,0,667,0,3,1,682
2017-09-11 13:49:00,4,0,617,0,1,8,630
2017-09-11 13:50:00,2,0,574,0,1,1,578
2017-09-11 13:51:00,0,0,861,0,1,4,866
2017-09-11 13:52:00,1,0,640,1,2,1,645
2017-09-11 13:53:00,8,0,653,0,2,0,663
2017-09-11 13:54:00,8,0,619,0,6,6,639
2017-09-11 13:55:00,0,0,860,0,5,1,866
2017-09-11 13:56:00,0,0,694,0,3,1,698
2017-09-11 13:57:00,1,0,629,0,3,0,633
2017-09-11 13:58:00,26,0,501,0,12,7,546
2017-09-11 13:59:00,9,0,778,0,9,0,796
2017-09-11 14:00:00,0,0,857,0,7,0,864
2017-09-11 14:01:00,0,0,671,0,7,2,680
2017-09-11 14:02:00,0,0,23,0,0,0,23
2017-09-11 14:08:00,0,0,249,0,5,0,254
2017-09-11 14:09:00,8,0,563,0,2,3,576
2017-09-11 14:10:00,12,0,639,0,2,0,653
2017-09-11 14:11:00,0,0,599,0,7,0,606
2017-09-11 14:12:00,0,0,466,0,2,1,469
2017-09-11 14:13:00,0,0,404,0,3,0,407
2017-09-11 14:14:00,8,0,573,0,3,5,589
2017-09-11 14:15:00,0,0,776,0,15,3,794
2017-09-11 14:16:00,0,0,609,1,2,13,625
2017-09-11 14:17:00,0,0,705,0,6,2,713
2017-09-11 14:18:00,0,0,636,0,0,1,637
2017-09-11 14:19:00,1,0,611,0,6,7,625
2017-09-11 14:20:00,0,0,638,0,1,7,646
2017-09-11 14:21:00,3,0,457,0,5,2,467
2017-09-11 14:22:00,0,0,464,0,0,0,464
2017-09-11 14:23:00,1,0,596,0,36,27,660
2017-09-11 14:24:00,0,0,650,0,6,42,698
2017-09-11 14:25:00,1,0,476,0,0,0,477
2017-09-11 14:26:00,0,0,578,2,1,0,581
2017-09-11 14:27:00,2,0,308,0,0,7,317
2017-09-11 14:28:00,2,0,382,0,5,1,390
2017-09-11 14:29:00,0,0,605,0,0,3,608
2017-09-11 14:30:00,0,0,531,0,5,0,536
2017-09-11 14:31:00,0,0,690,0,1,2,693
2017-09-11 14:32:00,0,0,417,1,12,11,441
2017-09-11 14:33:00,0,0,650,1,0,1,652
2017-09-11 14:34:00,0,0,275,0,3,4,282
2017-09-11 14:35:00,1,0,512,1,1,1,516
2017-09-11 14:36:00,1,0,401,0,2,0,404
2017-09-11 14:37:00,1,0,375,0,1,0,377
2017-09-11 14:38:00,3,0,601,0,0,0,604
2017-09-11 14:39:00,3,0,510,0,1,0,514
2017-09-11 14:40:00,0,0,398,0,3,4,405
2017-09-11 14:41:00,2,0,302,0,0,4,308
2017-09-11 14:42:00,0,0,437,0,2,6,445
2017-09-11 14:43:00,9,0,560,0,2,1,572
2017-09-11 14:44:00,2,0,682,0,4,0,688
2017-09-11 14:45:00,0,0,430,0,0,6,436
2017-09-11 14:46:00,2,0,323,0,3,1,329
2017-09-11 14:47:00,2,0,537,1,7,7,554
2017-09-11 14:48:00,6,0,478,0,2,1,487
2017-09-11 14:49:00,3,0,554,0,0,0,557
2017-09-11 14:50:00,0,0,323,0,0,4,327
2017-09-11 14:51:00,0,0,327,0,5,1,333
2017-09-11 14:52:00,5,0,317,1,7,6,336
2017-09-11 14:53:00,9,0,506,0,4,0,519
2017-09-11 14:54:00,0,0,323,0,1,1,325
2017-09-11 14:55:00,0,0,420,0,1,1,422
2017-09-11 14:56:00,0,0,637,0,7,1,645
2017-09-11 14:57:00,0,0,409,1,0,0,410
2017-09-11 14:58:00,0,0,487,0,1,3,491
2017-09-11 14:59:00,2,0,680,1,0,4,687
2017-09-11 15:00:00,0,0,594,4,0,0,598
2017-09-11 15:01:00,0,0,741,0,5,1,747
2017-09-11 15:02:00,0,0,557,0,8,1,566
2017-09-11 15:03:00,0,0,388,0,8,2,398
2017-09-11 15:04:00,1,0,546,1,3,1,552
2017-09-11 15:05:00,1,0,610,4,5,0,620
2017-09-11 15:06:00,0,0,549,0,5,0,554
2017-09-11 15:07:00,0,0,629,2,1,0,632
2017-09-11 15:08:00,0,0,379,0,0,2,381
2017-09-11 15:09:00,1,0,559,0,0,0,560
2017-09-11 15:10:00,0,0,491,1,2,1,495
2017-09-11 15:11:00,0,0,558,0,10,1,569
2017-09-11 15:12:00,0,0,709,0,5,1,715
2017-09-11 15:13:00,0,0,477,0,0,0,477
2017-09-11 15:14:00,0,0,441,0,2,0,443
2017-09-11 15:15:00,0,0,315,0,0,1,316
2017-09-11 15:16:00,0,0,993,0,2,2,997
2017-09-11 15:17:00,0,0,386,0,2,1,389
2017-09-11 15:18:00,0,0,420,0,4,0,424
2017-09-11 15:19:00,0,0,538,0,1,0,539
2017-09-11 15:20:00,0,0,303,0,2,0,305
2017-09-11 15:21:00,0,0,376,1,1,0,378
2017-09-11 15:22:00,0,0,513,0,4,0,517
2017-09-11 15:23:00,0,0,617,0,0,0,617
2017-09-11 15:24:00,0,0,570,0,0,0,570
2017-09-11 15:25:00,0,0,515,0,1,0,516
2017-09-11 15:26:00,0,0,511,0,3,0,514
2017-09-11 15:27:00,0,0,518,0,5,1,524
2017-09-11 15:28:00,0,0,422,0,4,0,426
2017-09-11 15:29:00,3,0,404,0,1,0,408
2017-09-11 15:30:00,0,0,403,1,1,0,405
2017-09-11 15:31:00,1,0,375,1,4,6,387
2017-09-11 15:32:00,0,0,261,2,0,0,263
2017-09-11 15:33:00,1,0,356,0,1,2,360
2017-09-11 15:34:00,1,0,521,0,4,0,526
2017-09-11 15:35:00,0,0,503,0,1,2,506
2017-09-11 15:36:00,0,0,545,0,5,1,551
2017-09-11 15:37:00,0,0,585,0,11,1,597
2017-09-11 15:38:00,0,0,469,0,2,0,471
2017-09-11 15:39:00,0,0,282,0,13,6,301
2017-09-11 15:40:00,0,0,283,1,21,2,307
2017-09-11 15:41:00,0,0,402,0,3,1,406
2017-09-11 15:42:00,1,0,449,0,9,0,459
2017-09-11 15:43:00,1,0,456,1,2,1,461
2017-09-11 15:44:00,0,0,464,0,1,0,465
2017-09-11 15:45:00,0,0,475,0,2,1,478
2017-09-11 15:46:00,0,0,426,0,3,1,430
2017-09-11 15:47:00,1,0,634,0,6,0,641
2017-09-11 15:48:00,0,0,524,0,4,0,528
2017-09-11 15:49:00,0,0,678,0,8,0,686
2017-09-11 15:50:00,0,0,519,0,1,1,521
2017-09-11 15:51:00,0,0,512,1,10,2,525
2017-09-11 15:52:00,0,0,646,0,8,0,654
2017-09-11 15:53:00,4,0,521,0,13,1,539
2017-09-11 15:54:00,4,0,525,1,2,4,536
2017-09-11 15:55:00,0,0,426,0,1,0,427
2017-09-11 15:56:00,4,0,548,0,4,2,558
2017-09-11 15:57:00,0,0,603,1,1,0,605
2017-09-11 15:58:00,3,0,544,0,2,0,549
2017-09-11 15:59:00,0,0,407,0,0,0,407
2017-09-11 16:00:00,2,0,465,0,0,2,469
2017-09-11 16:01:00,1,0,420,1,4,1,427
2017-09-11 16:02:00,4,0,403,0,0,0,407
2017-09-11 16:03:00,2,0,527,0,3,1,533
2017-09-11 16:04:00,1,0,389,0,16,0,406
2017-09-11 16:05:00,3,0,652,0,13,3,671
2017-09-11 16:06:00,10,0,527,0,0,0,537
2017-09-11 16:07:00,1,0,329,0,0,0,330
2017-09-11 16:08:00,0,0,516,0,10,5,531
2017-09-11 16:09:00,0,0,432,0,5,0,437
2017-09-11 16:10:00,0,0,409,0,0,0,409
2017-09-11 16:11:00,3,0,190,0,8,0,201
2017-09-11 16:12:00,1,0,179,0,2,0,182
2017-09-11 16:13:00,0,0,269,1,16,0,286
2017-09-11 16:14:00,1,0,433,0,24,4,462
2017-09-11 16:15:00,0,0,532,0,10,0,542
2017-09-11 16:16:00,0,0,444,0,6,0,450
2017-09-11 16:17:00,6,0,568,0,2,0,576
2017-09-11 16:18:00,1,0,625,0,1,1,628
2017-09-11 16:19:00,3,0,510,0,3,0,516
2017-09-11 16:20:00,0,0,475,0,0,2,477
2017-09-11 16:21:00,0,0,345,0,0,0,345
2017-09-11 16:22:00,0,0,444,0,3,0,447
2017-09-11 16:23:00,0,0,406,0,1,0,407
2017-09-11 16:24:00,3,0,480,0,5,0,488
2017-09-11 16:25:00,0,0,306,0,5,1,312
2017-09-11 16:26:00,2,0,536,0,9,0,547
2017-09-11 16:27:00,0,0,626,0,3,1,630
2017-09-11 16:28:00,0,0,446,0,3,1,450
2017-09-11 16:29:00,2,0,481,0,7,0,490
2017-09-11 16:30:00,4,0,462,0,0,0,466
2017-09-11 16:31:00,1,0,513,1,1,0,516
2017-09-11 16:32:00,0,0,646,1,1,0,648
2017-09-11 16:33:00,0,0,375,0,0,3,378
2017-09-11 16:34:00,0,0,423,4,5,0,432
2017-09-11 16:35:00,0,0,367,2,1,5,375
2017-09-11 16:36:00,0,0,332,1,2,0,335
2017-09-11 16:37:00,0,0,472,0,0,0,472
2017-09-11 16:38:00,0,0,522,0,2,0,524
2017-09-11 16:39:00,0,0,755,0,5,0,760
2017-09-11 16:40:00,1,0,553,0,9,0,563
2017-09-11 16:41:00,1,0,283,0,3,1,288
2017-09-11 16:42:00,0,0,401,0,6,3,410
2017-09-11 16:43:00,1,0,439,0,9,0,449
2017-09-11 16:44:00,0,0,412,1,12,0,425
2017-09-11 16:45:00,0,0,418,1,0,1,420
2017-09-11 16:46:00,0,0,227,0,12,0,239
2017-09-11 16:47:00,0,0,385,0,14,1,400
2017-09-11 16:48:00,0,0,443,0,10,0,453
2017-09-11 16:49:00,0,0,349,1,8,0,358
2017-09-11 16:50:00,0,0,564,0,0,0,564
2017-09-11 16:51:00,3,0,649,0,18,7,677
2017-09-11 16:52:00,0,0,753,0,9,1,763
2017-09-11 16:53:00,0,0,642,0,4,0,646
2017-09-11 16:54:00,0,0,522,0,0,0,522
2017-09-11 16:55:00,0,0,635,0,8,0,643
2017-09-11 16:56:00,0,0,487,0,14,0,501
2017-09-11 16:57:00,0,0,633,3,4,0,640
2017-09-11 16:58:00,4,0,421,0,2,0,427
2017-09-11 16:59:00,0,0,503,0,5,0,508
2017-09-11 17:00:00,1,0,426,2,0,0,429
2017-09-11 17:01:00,1,0,466,0,7,0,474
2017-09-11 17:02:00,0,0,474,0,0,0,474
2017-09-11 17:03:00,3,0,571,0,0,4,578
2017-09-11 17:04:00,0,0,614,0,0,0,614
2017-09-11 17:05:00,0,0,404,0,35,1,440
2017-09-11 17:06:00,1,0,439,0,44,1,485
2017-09-11 17:07:00,0,0,432,0,4,0,436
2017-09-11 17:08:00,1,0,382,0,11,1,395
