timestamp,lane,frame,fps,person,car,bus,truck,motorcycle,bicycle,emergency_vehicle,audio_siren_detected,total_vehicle_count
2025-12-19 16:32:16,2,1,2.41,0,10,0,1,0,0,0,False,11
2025-12-19 16:32:17,2,2,7.58,0,12,0,0,0,0,0,False,12
2025-12-19 16:32:17,2,3,7.11,0,11,0,0,0,0,0,False,11
2025-12-19 16:32:17,2,4,7.88,0,9,0,0,0,0,0,False,9
2025-12-19 16:32:17,2,5,7.95,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:17,2,6,8.03,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:17,2,7,7.1,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:18,2,8,7.09,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:18,2,9,7.32,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:18,2,10,5.64,0,9,0,1,0,0,0,False,10
2025-12-19 16:32:18,2,11,5.94,0,10,0,1,0,0,0,False,11
2025-12-19 16:32:18,2,12,6.4,0,9,0,1,0,0,0,False,10
2025-12-19 16:32:18,2,13,6.44,0,10,1,1,0,0,0,False,12
2025-12-19 16:32:19,2,14,5.92,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:19,2,15,5.62,0,10,1,0,0,0,0,False,11
2025-12-19 16:32:19,2,16,5.95,0,10,0,0,0,0,0,False,10
2025-12-19 16:32:19,2,17,4.29,0,8,0,1,0,0,0,False,9
2025-12-19 16:32:20,2,18,4.9,0,9,0,0,0,0,0,False,9
2025-12-19 16:32:20,2,19,4.67,0,9,0,0,0,0,0,False,9
2025-12-19 16:32:20,2,20,4.77,0,9,0,0,0,0,0,False,9
2025-12-19 16:32:20,2,21,6.04,0,11,0,0,0,0,0,False,11
2025-12-19 16:32:21,2,22,1.24,0,11,1,0,0,0,0,False,12
2025-12-19 16:32:21,2,23,4.31,0,12,0,0,0,0,0,False,12
2025-12-19 16:32:21,2,24,5.15,0,11,1,0,0,0,0,False,12
2025-12-19 16:32:22,2,25,5.7,0,13,0,0,0,0,0,False,13
2025-12-19 16:32:22,2,26,5.48,0,11,0,0,0,0,0,False,11
2025-12-19 16:32:22,2,27,5.3,0,11,0,0,0,0,0,False,11
2025-12-19 16:32:22,2,28,5.62,0,13,1,0,0,0,0,False,14
2025-12-19 16:32:22,2,29,5.45,0,14,1,0,0,0,0,False,15
2025-12-19 16:32:23,2,30,5.38,0,15,1,0,0,0,0,False,16
2025-12-19 16:32:23,2,31,5.47,0,13,0,0,0,0,0,False,13
2025-12-19 16:32:23,2,32,3.56,0,11,0,0,0,0,0,True,11
2025-12-19 16:32:23,2,33,6.31,0,14,0,0,0,0,0,True,14
2025-12-19 16:32:24,2,34,6.51,0,12,0,0,0,0,0,True,12
2025-12-19 16:32:24,2,35,6.47,0,13,0,0,0,0,0,True,13
2025-12-19 16:32:24,2,36,6.46,0,13,0,0,0,0,0,True,13
2025-12-19 16:32:24,2,37,6.81,0,14,0,0,0,0,0,True,14
2025-12-19 16:32:24,2,38,6.5,0,12,0,0,0,0,0,True,12
2025-12-19 16:32:24,2,39,6.08,0,11,0,0,0,0,0,True,11
2025-12-19 16:32:25,2,40,6.6,0,12,0,0,0,0,0,True,12
2025-12-19 16:32:25,2,41,6.5,0,12,0,0,0,0,0,True,12
