timestamp,frame,fps,person,car,bus,truck,motorcycle,bicycle,emergency_vehicle,audio_siren_detected,total_vehicle_count
2025-12-01 21:39:05,1,2.03,1,0,0,1,0,0,1,False,3
2025-12-01 21:39:06,2,5.24,0,0,0,1,0,0,0,False,1
2025-12-01 21:39:06,3,5.55,0,2,1,0,0,0,1,False,4
2025-12-01 21:39:06,4,4.68,0,1,0,1,0,0,1,False,3
2025-12-01 21:39:06,5,6.82,0,0,1,0,0,0,1,False,2
2025-12-01 21:39:06,6,7.21,0,4,1,1,0,0,0,False,6
2025-12-01 21:39:07,7,6.45,0,1,1,0,0,0,1,False,3
2025-12-01 21:39:07,8,6.6,0,0,1,0,0,0,2,False,3
2025-12-01 21:39:07,9,7.34,0,1,1,1,0,0,2,False,5
2025-12-01 21:39:07,10,7.84,0,0,1,0,0,0,1,False,2
2025-12-01 21:39:07,11,6.87,0,0,1,0,0,0,1,False,2
2025-12-01 21:39:07,12,6.7,0,0,1,0,0,0,1,False,2
2025-12-01 21:39:08,13,5.35,0,2,0,2,0,0,1,False,5
2025-12-01 21:39:08,14,4.93,0,2,0,1,0,0,1,False,4
2025-12-01 21:39:08,15,6.03,0,3,1,0,0,0,0,False,4
2025-12-01 21:39:08,16,6.25,0,3,1,0,0,0,0,False,4
2025-12-01 21:39:08,17,6.23,0,3,1,1,0,0,0,False,5
2025-12-01 21:39:09,18,1.74,0,3,1,1,0,0,0,False,5
2025-12-01 21:39:09,19,3.7,0,4,0,1,0,0,0,False,5
2025-12-01 21:39:09,20,5.23,0,2,0,1,0,0,0,False,3
2025-12-01 21:39:10,21,5.45,0,1,0,1,0,0,0,False,2
2025-12-01 21:39:10,22,5.73,0,0,0,0,0,0,0,False,0
2025-12-01 21:39:10,23,5.7,0,0,0,0,0,0,0,False,0
2025-12-01 21:39:10,24,5.63,0,2,0,0,0,0,0,False,2
2025-12-01 21:39:10,25,4.82,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:10,26,5.87,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:11,27,7.18,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:11,28,6.77,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:11,29,6.82,0,0,0,1,0,0,0,True,1
2025-12-01 21:39:11,30,6.81,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:11,31,6.36,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:11,32,7.34,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:12,33,6.89,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:12,34,7.4,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:12,35,4.47,0,0,1,1,0,0,1,True,3
2025-12-01 21:39:12,36,7.03,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:12,37,7.2,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:12,38,7.17,0,0,1,1,0,0,1,True,3
2025-12-01 21:39:13,39,6.9,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:13,40,7.79,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:13,41,7.38,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:13,42,6.55,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:13,43,6.49,0,0,0,1,0,0,0,True,1
2025-12-01 21:39:13,44,7.33,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:14,45,5.76,0,0,0,1,0,0,1,True,2
2025-12-01 21:39:14,46,5.8,0,0,0,2,0,0,0,True,2
2025-12-01 21:39:14,47,6.92,0,1,1,1,0,0,1,True,4
2025-12-01 21:39:14,48,6.5,1,0,1,1,0,0,1,True,4
2025-12-01 21:39:14,49,6.71,0,0,0,0,0,0,1,True,1
2025-12-01 21:39:14,50,7.37,0,0,1,0,0,0,1,True,2
2025-12-01 21:39:15,51,6.82,0,0,1,0,0,0,0,True,1
2025-12-01 21:39:15,52,7.35,0,0,1,0,0,0,0,True,1
2025-12-01 21:39:15,53,7.42,1,1,0,0,0,0,0,True,2
2025-12-01 21:39:15,54,7.17,0,1,1,0,0,0,0,True,2
2025-12-01 21:39:15,55,6.7,1,1,1,0,0,0,0,True,3
2025-12-01 21:39:15,56,7.5,1,2,0,0,0,0,0,True,3
2025-12-01 21:39:15,57,7.74,1,2,0,0,0,0,0,True,3
2025-12-01 21:39:16,58,7.41,0,2,0,0,0,0,0,True,2
2025-12-01 21:39:16,59,6.78,0,2,1,0,0,0,0,True,3
2025-12-01 21:39:16,60,6.77,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:16,61,6.93,0,1,0,0,0,0,0,True,1
2025-12-01 21:39:16,62,6.95,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:16,63,6.93,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:16,64,7.77,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:17,65,6.62,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:17,66,3.76,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:17,67,5.38,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:17,68,5.38,0,1,0,0,0,0,0,True,1
2025-12-01 21:39:18,69,5.01,0,0,0,0,0,0,0,True,0
2025-12-01 21:39:18,70,4.99,1,1,0,0,0,0,0,True,2
2025-12-01 21:39:18,71,4.58,2,5,0,0,0,0,0,True,7
2025-12-01 21:39:18,72,6.76,1,5,0,0,0,0,0,True,6
2025-12-01 21:39:18,73,6.34,3,4,0,0,0,0,0,True,7
2025-12-01 21:39:18,74,6.65,2,6,0,0,0,0,0,True,8
2025-12-01 21:39:19,75,6.51,2,7,0,0,0,0,0,True,9
2025-12-01 21:39:19,76,6.84,1,7,0,0,0,0,0,True,8
2025-12-01 21:39:19,77,7.29,1,6,0,0,0,0,0,True,7
2025-12-01 21:39:19,78,7.29,1,5,0,0,0,0,0,True,6
2025-12-01 21:39:19,79,7.22,1,8,0,0,0,0,0,True,9
2025-12-01 21:39:19,80,6.69,1,7,0,0,0,0,0,True,8
2025-12-01 21:39:20,81,7.27,0,5,0,0,0,0,0,True,5
2025-12-01 21:39:20,82,7.32,0,3,0,0,0,0,0,True,3
