timestamp,frame,fps,person,car,bus,truck,motorcycle,bicycle,emergency_vehicle,audio_siren_detected,total_vehicle_count
2025-12-02 05:37:06,1,2.4,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:06,2,5.4,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:06,3,5.97,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:06,4,5.57,1,0,0,0,0,0,0,False,1
2025-12-02 05:37:06,5,5.44,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:07,6,6.28,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:07,7,5.52,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:07,8,5.35,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:07,9,4.52,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:07,10,5.0,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:08,11,5.57,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:08,12,5.5,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:08,13,2.92,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:09,14,1.98,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:09,15,4.82,0,0,0,0,0,0,1,False,1
2025-12-02 05:37:09,16,4.63,0,0,0,1,0,0,0,False,1
2025-12-02 05:37:09,17,4.28,0,0,0,0,0,0,0,False,0
2025-12-02 05:37:10,18,5.34,0,0,0,1,0,0,0,False,1
2025-12-02 05:37:10,19,4.89,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:10,20,4.84,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:10,21,4.88,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:10,22,6.75,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:10,23,6.77,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:11,24,6.86,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:11,25,7.32,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:11,26,7.14,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:11,27,7.48,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:11,28,6.89,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:11,29,6.95,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:12,30,6.08,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:12,31,7.02,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:12,32,6.97,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:12,33,7.46,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:12,34,6.89,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:12,35,7.26,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:12,36,6.87,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:13,37,6.79,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:13,38,6.93,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:13,39,6.04,1,0,0,0,0,0,0,True,1
2025-12-02 05:37:13,40,6.08,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:13,41,6.82,1,0,0,1,0,0,0,True,2
2025-12-02 05:37:13,42,7.51,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:14,43,7.37,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:14,44,6.89,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:14,45,6.9,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:14,46,5.67,1,0,0,1,0,0,0,True,2
2025-12-02 05:37:14,47,4.67,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:14,48,6.05,1,0,0,0,0,0,0,True,1
2025-12-02 05:37:15,49,6.79,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:15,50,5.08,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:15,51,5.22,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:15,52,5.98,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:15,53,7.58,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:16,54,6.87,0,0,0,1,0,0,0,True,1
2025-12-02 05:37:16,55,6.77,0,1,0,0,0,0,0,True,1
2025-12-02 05:37:16,56,6.89,0,1,0,0,0,0,1,True,2
2025-12-02 05:37:16,57,7.26,0,1,0,0,0,0,0,True,1
2025-12-02 05:37:16,58,6.32,1,0,0,0,0,0,0,True,1
2025-12-02 05:37:16,59,5.43,1,0,0,0,0,0,0,True,1
2025-12-02 05:37:16,60,7.34,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:17,61,7.01,0,1,0,0,0,0,1,True,2
2025-12-02 05:37:17,62,6.68,1,0,0,0,0,0,0,True,1
2025-12-02 05:37:17,63,6.76,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:17,64,7.26,0,0,0,0,0,0,1,True,1
2025-12-02 05:37:17,65,6.9,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:17,66,7.36,0,6,0,0,0,0,0,True,6
2025-12-02 05:37:18,67,7.19,0,8,0,2,0,0,0,True,10
2025-12-02 05:37:18,68,7.84,0,5,0,0,0,0,0,True,5
2025-12-02 05:37:18,69,6.64,0,3,0,0,0,0,0,True,3
2025-12-02 05:37:18,70,6.57,0,5,0,2,0,0,0,True,7
2025-12-02 05:37:18,71,6.76,0,4,0,0,0,0,0,True,4
2025-12-02 05:37:18,72,6.75,0,2,0,1,0,0,0,True,3
2025-12-02 05:37:19,73,6.66,0,5,0,2,0,0,0,True,7
2025-12-02 05:37:19,74,5.46,0,5,0,2,0,0,0,True,7
2025-12-02 05:37:19,75,6.04,0,7,0,2,0,0,0,True,9
2025-12-02 05:37:19,76,7.31,0,5,0,2,0,0,0,True,7
2025-12-02 05:37:19,77,6.82,0,3,0,2,0,0,0,True,5
2025-12-02 05:37:19,78,6.81,0,4,0,1,0,0,0,True,5
2025-12-02 05:37:20,79,5.33,0,3,0,3,0,0,0,True,6
2025-12-02 05:37:20,80,6.52,0,4,0,2,0,0,0,True,6
2025-12-02 05:37:20,81,7.18,0,5,0,2,0,0,0,True,7
2025-12-02 05:37:20,82,6.98,0,5,0,2,0,0,0,True,7
2025-12-02 05:37:20,83,6.78,0,7,0,2,0,0,0,True,9
2025-12-02 05:37:20,84,7.11,0,7,0,2,0,0,0,True,9
2025-12-02 05:37:21,85,7.52,0,7,0,1,0,0,0,True,8
2025-12-02 05:37:21,86,6.29,0,6,0,2,0,0,0,True,8
2025-12-02 05:37:21,87,6.67,0,2,0,2,0,0,1,True,5
2025-12-02 05:37:21,88,7.64,0,3,0,1,0,0,0,True,4
2025-12-02 05:37:21,89,7.6,0,2,2,2,0,0,0,True,6
2025-12-02 05:37:21,90,6.69,0,2,2,0,0,0,1,True,5
2025-12-02 05:37:21,91,6.71,0,0,2,1,0,0,1,True,4
2025-12-02 05:37:22,92,6.74,0,0,2,1,0,0,1,True,4
2025-12-02 05:37:22,93,6.82,0,0,1,1,0,0,1,True,3
2025-12-02 05:37:22,94,6.53,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:22,95,6.56,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:22,96,6.79,0,1,1,1,0,0,1,True,4
2025-12-02 05:37:22,97,7.41,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:23,98,6.89,0,0,0,0,0,0,1,True,1
2025-12-02 05:37:23,99,6.36,1,0,0,0,0,0,1,True,2
2025-12-02 05:37:23,100,6.01,0,0,0,0,0,0,1,True,1
2025-12-02 05:37:23,101,6.35,0,0,0,0,0,0,1,True,1
2025-12-02 05:37:23,102,4.62,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:24,103,4.85,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:24,104,5.59,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:24,105,6.93,0,0,0,1,0,0,1,True,2
2025-12-02 05:37:24,106,6.83,0,1,0,1,0,0,1,True,3
2025-12-02 05:37:24,107,7.41,0,1,0,1,0,0,1,True,3
2025-12-02 05:37:24,108,7.32,0,2,0,1,0,0,1,True,4
2025-12-02 05:37:25,109,7.25,0,3,0,1,0,0,1,True,5
2025-12-02 05:37:25,110,6.83,0,3,0,1,0,0,1,True,5
2025-12-02 05:37:25,111,6.29,0,2,0,1,0,0,0,True,3
2025-12-02 05:37:25,112,6.7,1,1,0,1,0,0,0,True,3
2025-12-02 05:37:25,113,7.7,3,3,0,1,0,0,0,True,7
2025-12-02 05:37:25,114,6.58,2,4,0,1,0,0,0,True,7
2025-12-02 05:37:25,115,7.11,1,5,0,1,0,0,1,True,8
2025-12-02 05:37:26,116,7.29,1,6,0,1,0,0,1,True,9
2025-12-02 05:37:26,117,6.68,1,7,0,1,0,0,0,True,9
2025-12-02 05:37:26,118,7.09,1,6,0,1,0,0,1,True,9
2025-12-02 05:37:26,119,5.7,1,7,0,1,0,0,0,True,9
2025-12-02 05:37:26,120,6.59,2,6,0,1,0,0,1,True,10
2025-12-02 05:37:26,121,7.41,0,5,0,1,0,0,1,True,7
2025-12-02 05:37:27,122,6.85,0,4,0,1,0,0,0,True,5
2025-12-02 05:37:27,123,7.22,1,5,0,1,0,0,1,True,8
2025-12-02 05:37:27,124,7.12,0,6,0,1,0,0,0,True,7
2025-12-02 05:37:27,125,6.4,1,5,0,1,0,0,0,True,7
2025-12-02 05:37:27,126,4.12,1,5,0,2,0,0,1,True,9
2025-12-02 05:37:28,127,4.83,0,0,0,0,0,0,0,True,0
2025-12-02 05:37:28,128,5.22,0,0,0,0,0,0,0,True,0
