timestamp,frame,fps,person,car,bus,truck,motorcycle,bicycle,emergency_vehicle,total_vehicle_count
2025-12-01 19:50:22,1,1.89,0,0,0,0,0,0,0,0
2025-12-01 19:50:22,2,5.26,1,0,0,0,0,0,0,1
2025-12-01 19:50:23,3,5.65,2,0,0,0,0,0,0,2
2025-12-01 19:50:23,4,6.59,2,0,0,0,0,0,0,2
2025-12-01 19:50:23,5,7.59,2,0,0,0,0,0,0,2
2025-12-01 19:50:23,6,6.38,3,0,0,0,0,0,0,3
2025-12-01 19:50:23,7,6.76,3,0,0,0,0,0,0,3
2025-12-01 19:50:23,8,6.79,1,0,0,0,0,0,0,1
2025-12-01 19:50:24,9,6.93,0,1,0,0,0,0,0,1
2025-12-01 19:50:24,10,6.62,1,0,0,0,0,0,0,1
2025-12-01 19:50:24,11,5.56,1,1,0,0,0,0,0,2
2025-12-01 19:50:24,12,6.77,0,0,0,0,0,0,0,0
2025-12-01 19:50:24,13,6.38,0,0,0,1,0,0,0,1
2025-12-01 19:50:24,14,7.29,0,0,0,0,0,0,0,0
2025-12-01 19:50:25,15,6.89,0,1,0,0,0,0,0,1
2025-12-01 19:50:25,16,7.32,1,0,0,0,0,0,0,1
2025-12-01 19:50:25,17,7.33,0,0,0,0,0,0,0,0
2025-12-01 19:50:25,18,6.99,0,1,0,0,0,0,0,1
2025-12-01 19:50:25,19,6.93,0,1,0,0,0,0,0,1
2025-12-01 19:50:25,20,7.53,0,1,0,1,0,0,0,2
2025-12-01 19:50:25,21,7.43,0,1,0,0,0,0,0,1
2025-12-01 19:50:26,22,6.86,0,1,0,1,0,0,0,2
2025-12-01 19:50:26,23,6.79,0,1,0,1,0,0,0,2
2025-12-01 19:50:26,24,7.49,1,1,0,0,0,0,1,3
2025-12-01 19:50:26,25,6.8,1,1,0,1,0,0,0,3
2025-12-01 19:50:26,26,7.03,0,1,0,1,0,0,0,2
2025-12-01 19:50:26,27,7.47,0,1,0,0,0,0,0,1
2025-12-01 19:50:27,28,7.99,0,1,0,1,0,0,0,2
2025-12-01 19:50:27,29,6.93,0,1,0,0,0,0,0,1
2025-12-01 19:50:27,30,7.32,0,1,0,0,0,0,0,1
2025-12-01 19:50:27,31,7.51,0,1,0,0,0,0,0,1
2025-12-01 19:50:27,32,6.88,0,1,0,0,0,0,0,1
2025-12-01 19:50:27,33,6.75,0,1,0,1,0,0,0,2
2025-12-01 19:50:27,34,7.19,0,1,0,1,0,0,0,2
2025-12-01 19:50:28,35,6.39,0,1,0,1,0,0,0,2
2025-12-01 19:50:28,36,6.68,0,1,0,0,0,0,0,1
2025-12-01 19:50:28,37,6.88,1,0,0,0,0,0,0,1
2025-12-01 19:50:28,38,7.17,1,1,0,0,0,0,0,2
2025-12-01 19:50:28,39,6.52,0,1,0,1,0,0,0,2
2025-12-01 19:50:28,40,7.07,0,1,0,1,0,0,0,2
2025-12-01 19:50:29,41,6.75,1,1,0,0,0,0,0,2
2025-12-01 19:50:29,42,6.81,0,1,0,0,0,0,0,1
2025-12-01 19:50:29,43,6.61,1,1,0,0,0,0,0,2
2025-12-01 19:50:29,44,6.62,0,1,0,1,0,0,0,2
2025-12-01 19:50:29,45,7.0,1,1,0,1,0,0,0,3
2025-12-01 19:50:29,46,6.39,1,1,0,0,0,0,0,2
2025-12-01 19:50:30,47,7.27,1,1,0,1,0,0,0,3
2025-12-01 19:50:30,48,7.08,1,1,0,0,0,0,0,2
2025-12-01 19:50:30,49,6.44,3,1,0,0,0,0,0,4
2025-12-01 19:50:30,50,6.71,0,1,0,0,0,0,0,1
2025-12-01 19:50:30,51,6.7,1,1,0,0,0,0,0,2
2025-12-01 19:50:30,52,6.94,1,1,0,1,0,0,0,3
2025-12-01 19:50:31,53,6.29,0,0,0,0,0,0,1,1
2025-12-01 19:50:31,54,6.48,0,2,0,0,0,0,0,2
2025-12-01 19:50:31,55,6.22,0,1,0,1,0,0,0,2
2025-12-01 19:50:31,56,6.5,0,1,0,0,0,0,1,2
2025-12-01 19:50:31,57,6.79,1,1,0,0,0,0,1,3
2025-12-01 19:50:31,58,6.79,0,1,0,0,0,0,1,2
2025-12-01 19:50:32,59,6.01,0,1,0,0,0,0,1,2
2025-12-01 19:50:32,60,7.25,0,1,0,0,0,0,1,2
2025-12-01 19:50:32,61,7.31,0,1,0,0,0,0,1,2
2025-12-01 19:50:32,62,6.52,0,1,0,1,0,0,0,2
2025-12-01 19:50:32,63,7.22,0,1,0,0,0,0,1,2
2025-12-01 19:50:32,64,6.79,0,1,0,0,0,0,1,2
2025-12-01 19:50:32,65,7.21,0,1,0,0,0,0,1,2
2025-12-01 19:50:33,66,6.73,0,1,0,0,0,0,1,2
2025-12-01 19:50:33,67,6.54,0,1,0,0,0,0,1,2
2025-12-01 19:50:33,68,6.81,0,1,0,0,0,0,1,2
2025-12-01 19:50:33,69,7.47,0,1,0,0,0,0,1,2
2025-12-01 19:50:33,70,7.33,0,1,0,1,0,0,0,2
2025-12-01 19:50:33,71,7.14,0,1,0,0,0,0,1,2
2025-12-01 19:50:34,72,7.24,0,1,0,0,0,0,1,2
2025-12-01 19:50:34,73,7.26,0,1,0,1,0,0,0,2
2025-12-01 19:50:34,74,7.09,0,1,0,1,0,0,0,2
2025-12-01 19:50:34,75,7.0,0,0,0,0,0,0,1,1
2025-12-01 19:50:34,76,5.71,0,0,0,0,0,0,1,1
2025-12-01 19:50:34,77,6.17,1,0,0,0,0,0,1,2
2025-12-01 19:50:35,78,6.65,0,0,0,0,0,0,1,1
2025-12-01 19:50:35,79,6.75,1,0,0,0,0,0,1,2
2025-12-01 19:50:35,80,6.72,1,0,0,0,0,0,1,2
2025-12-01 19:50:35,81,7.12,1,0,0,1,0,0,0,2
2025-12-01 19:50:35,82,7.05,0,0,0,1,0,0,0,1
2025-12-01 19:50:35,83,7.02,0,0,0,0,0,0,1,1
2025-12-01 19:50:35,84,7.08,0,0,0,0,0,0,1,1
2025-12-01 19:50:36,85,7.18,0,0,0,1,0,0,0,1
2025-12-01 19:50:36,86,7.35,0,0,0,0,0,0,1,1
2025-12-01 19:50:36,87,7.38,0,0,0,1,0,0,0,1
2025-12-01 19:50:36,88,7.57,0,0,0,1,0,0,1,2
2025-12-01 19:50:36,89,6.85,0,0,0,0,0,0,1,1
2025-12-01 19:50:36,90,7.84,0,0,0,0,0,0,1,1
2025-12-01 19:50:36,91,6.66,0,0,0,0,0,0,1,1
2025-12-01 19:50:37,92,7.25,1,0,0,0,0,0,1,2
2025-12-01 19:50:37,93,7.53,3,1,0,0,0,0,1,5
2025-12-01 19:50:37,94,6.28,1,1,0,0,0,0,1,3
2025-12-01 19:50:37,95,6.85,1,1,0,0,0,0,1,3
2025-12-01 19:50:37,96,7.2,0,2,0,0,0,0,1,3
2025-12-01 19:50:37,97,6.57,2,1,0,0,0,0,1,4
2025-12-01 19:50:38,98,6.38,1,1,0,0,0,0,1,3
2025-12-01 19:50:38,99,7.28,1,0,0,0,0,0,1,2
2025-12-01 19:50:38,100,6.8,0,0,0,0,0,0,1,1
2025-12-01 19:50:38,101,6.43,0,0,0,0,0,0,1,1
2025-12-01 19:50:38,102,6.39,0,0,0,1,0,0,1,2
2025-12-01 19:50:38,103,6.81,1,0,0,0,0,0,1,2
2025-12-01 19:50:39,104,7.42,1,0,0,1,0,0,1,3
2025-12-01 19:50:39,105,6.89,0,0,0,0,0,0,1,1
2025-12-01 19:50:39,106,6.91,0,0,0,0,0,0,1,1
2025-12-01 19:50:39,107,6.95,0,0,0,0,0,0,1,1
2025-12-01 19:50:39,108,6.65,2,0,0,0,0,0,1,3
2025-12-01 19:50:39,109,6.2,2,0,0,0,0,0,1,3
2025-12-01 19:50:39,110,7.19,0,0,1,0,0,0,0,1
